Run;MethodName;Duration(ms)
565;DeleteParentWithChildren;11.8143
566;InsertParentWithChildren;22.0909
566;GetParentsWithChildren;24.9557
566;UpdateParentWithChildren;19.9094
566;DeleteParentWithChildren;52.1850
567;InsertParentWithChildren;22.3885
567;GetParentsWithChildren;2.2186
567;UpdateParentWithChildren;20.6208
567;DeleteParentWithChildren;22.5448
568;InsertParentWithChildren;21.9881
568;GetParentsWithChildren;2.4868
568;UpdateParentWithChildren;19.0981
568;DeleteParentWithChildren;21.7613
569;InsertParentWithChildren;22.5759
569;GetParentsWithChildren;2.1503
569;UpdateParentWithChildren;19.3647
569;DeleteParentWithChildren;22.2836
570;InsertParentWithChildren;22.1225
570;GetParentsWithChildren;2.6089
570;UpdateParentWithChildren;8.8222
570;DeleteParentWithChildren;22.6456
571;InsertParentWithChildren;23.0732
571;GetParentsWithChildren;2.2475
571;UpdateParentWithChildren;20.3528
571;DeleteParentWithChildren;23.1395
572;InsertParentWithChildren;41.1827
572;GetParentsWithChildren;2.3379
572;UpdateParentWithChildren;11.1074
572;DeleteParentWithChildren;23.2485
573;InsertParentWithChildren;22.2510
573;GetParentsWithChildren;2.2949
573;UpdateParentWithChildren;21.7822
573;DeleteParentWithChildren;22.7827
574;InsertParentWithChildren;23.2578
574;GetParentsWithChildren;2.3637
574;UpdateParentWithChildren;20.9124
574;DeleteParentWithChildren;22.8471
575;InsertParentWithChildren;21.6519
575;GetParentsWithChildren;2.2605
575;UpdateParentWithChildren;19.7074
575;DeleteParentWithChildren;10.5849
576;InsertParentWithChildren;59.2553
576;GetParentsWithChildren;1.9817
576;UpdateParentWithChildren;21.3271
576;DeleteParentWithChildren;22.4191
577;InsertParentWithChildren;21.8801
577;GetParentsWithChildren;2.3030
577;UpdateParentWithChildren;19.5038
577;DeleteParentWithChildren;11.2961
578;InsertParentWithChildren;22.1360
578;GetParentsWithChildren;2.4813
578;UpdateParentWithChildren;18.4477
578;DeleteParentWithChildren;23.5478
579;InsertParentWithChildren;21.2152
579;GetParentsWithChildren;2.7847
579;UpdateParentWithChildren;19.6171
579;DeleteParentWithChildren;23.0271
580;InsertParentWithChildren;21.1829
580;GetParentsWithChildren;2.5163
580;UpdateParentWithChildren;19.4602
580;DeleteParentWithChildren;22.9714
581;InsertParentWithChildren;60.4646
581;GetParentsWithChildren;2.2453
581;UpdateParentWithChildren;10.8170
581;DeleteParentWithChildren;23.6087
582;InsertParentWithChildren;23.1978
582;GetParentsWithChildren;2.2803
582;UpdateParentWithChildren;20.7234
582;DeleteParentWithChildren;22.6061
583;InsertParentWithChildren;21.9619
583;GetParentsWithChildren;2.0993
583;UpdateParentWithChildren;20.8910
583;DeleteParentWithChildren;23.0722
584;InsertParentWithChildren;21.6731
584;GetParentsWithChildren;2.3067
584;UpdateParentWithChildren;19.8292
584;DeleteParentWithChildren;22.1424
585;InsertParentWithChildren;22.1352
585;GetParentsWithChildren;2.2107
585;UpdateParentWithChildren;20.1163
585;DeleteParentWithChildren;22.6897
586;InsertParentWithChildren;22.0067
586;GetParentsWithChildren;2.4958
586;UpdateParentWithChildren;57.4613
586;DeleteParentWithChildren;23.0922
587;InsertParentWithChildren;21.7509
587;GetParentsWithChildren;2.9761
587;UpdateParentWithChildren;19.7752
587;DeleteParentWithChildren;21.9929
588;InsertParentWithChildren;8.9999
588;GetParentsWithChildren;1.9770
588;UpdateParentWithChildren;21.1466
588;DeleteParentWithChildren;22.3851
589;InsertParentWithChildren;22.4602
589;GetParentsWithChildren;2.3885
589;UpdateParentWithChildren;10.6608
589;DeleteParentWithChildren;23.8298
590;InsertParentWithChildren;21.6090
590;GetParentsWithChildren;2.6164
590;UpdateParentWithChildren;21.1947
590;DeleteParentWithChildren;22.8852
591;InsertParentWithChildren;9.7367
591;GetParentsWithChildren;1.9192
591;UpdateParentWithChildren;19.7629
591;DeleteParentWithChildren;60.0850
592;InsertParentWithChildren;22.3631
592;GetParentsWithChildren;2.3827
592;UpdateParentWithChildren;21.1422
592;DeleteParentWithChildren;22.2459
593;InsertParentWithChildren;22.0112
593;GetParentsWithChildren;2.2285
593;UpdateParentWithChildren;20.6761
593;DeleteParentWithChildren;22.4750
594;InsertParentWithChildren;21.9140
594;GetParentsWithChildren;2.1992
594;UpdateParentWithChildren;10.2002
594;DeleteParentWithChildren;10.6384
595;InsertParentWithChildren;22.2503
595;GetParentsWithChildren;2.2735
595;UpdateParentWithChildren;19.5214
595;DeleteParentWithChildren;26.6811
596;InsertParentWithChildren;22.9599
596;GetParentsWithChildren;2.4953
596;UpdateParentWithChildren;19.9011
596;DeleteParentWithChildren;23.1772
597;InsertParentWithChildren;41.5712
597;GetParentsWithChildren;2.4717
597;UpdateParentWithChildren;20.2295
597;DeleteParentWithChildren;10.5728
598;InsertParentWithChildren;22.1344
598;GetParentsWithChildren;2.1326
598;UpdateParentWithChildren;19.6249
598;DeleteParentWithChildren;22.4819
599;InsertParentWithChildren;21.5475
599;GetParentsWithChildren;2.0392
599;UpdateParentWithChildren;20.0221
599;DeleteParentWithChildren;22.5853
600;InsertParentWithChildren;21.9561
600;GetParentsWithChildren;2.4400
600;UpdateParentWithChildren;20.4383
600;DeleteParentWithChildren;21.8853
601;InsertParentWithChildren;10.1169
601;GetParentsWithChildren;2.8795
601;UpdateParentWithChildren;18.8810
601;DeleteParentWithChildren;21.9044
602;InsertParentWithChildren;61.3776
602;GetParentsWithChildren;2.4280
602;UpdateParentWithChildren;20.8458
602;DeleteParentWithChildren;23.2591
603;InsertParentWithChildren;23.3902
603;GetParentsWithChildren;2.4997
603;UpdateParentWithChildren;19.6700
603;DeleteParentWithChildren;22.1258
604;InsertParentWithChildren;21.9575
604;GetParentsWithChildren;2.3345
604;UpdateParentWithChildren;10.4108
604;DeleteParentWithChildren;2217.0435
605;InsertParentWithChildren;12.8715
605;GetParentsWithChildren;2.4076
605;UpdateParentWithChildren;44.5030
605;DeleteParentWithChildren;22.1257
606;InsertParentWithChildren;10.1052
606;GetParentsWithChildren;2.0224
606;UpdateParentWithChildren;20.4591
606;DeleteParentWithChildren;23.0668
607;InsertParentWithChildren;29.9734
607;GetParentsWithChildren;2.0376
607;UpdateParentWithChildren;20.4251
607;DeleteParentWithChildren;22.5864
608;InsertParentWithChildren;23.1778
608;GetParentsWithChildren;2.4585
608;UpdateParentWithChildren;20.1923
608;DeleteParentWithChildren;14.9341
609;InsertParentWithChildren;17.9049
609;GetParentsWithChildren;2.3212
609;UpdateParentWithChildren;19.9810
609;DeleteParentWithChildren;22.6710
610;InsertParentWithChildren;11.8086
610;GetParentsWithChildren;2.3958
610;UpdateParentWithChildren;19.7734
610;DeleteParentWithChildren;35.0498
611;InsertParentWithChildren;22.5331
611;GetParentsWithChildren;2.5522
611;UpdateParentWithChildren;19.7889
611;DeleteParentWithChildren;10.0722
612;InsertParentWithChildren;9.7910
612;GetParentsWithChildren;1.9394
612;UpdateParentWithChildren;20.9211
612;DeleteParentWithChildren;22.5753
613;InsertParentWithChildren;9.2045
613;GetParentsWithChildren;1.8795
613;UpdateParentWithChildren;21.9796
613;DeleteParentWithChildren;23.0701
614;InsertParentWithChildren;9.5628
614;GetParentsWithChildren;2.1135
614;UpdateParentWithChildren;22.3452
614;DeleteParentWithChildren;23.6113
615;InsertParentWithChildren;23.5329
615;GetParentsWithChildren;2.3031
615;UpdateParentWithChildren;20.8548
615;DeleteParentWithChildren;23.8222
616;InsertParentWithChildren;8.8975
616;GetParentsWithChildren;2.2302
616;UpdateParentWithChildren;21.4067
616;DeleteParentWithChildren;10.9375
617;InsertParentWithChildren;22.1746
617;GetParentsWithChildren;2.0388
617;UpdateParentWithChildren;22.5930
617;DeleteParentWithChildren;10.4851
618;InsertParentWithChildren;23.2069
618;GetParentsWithChildren;2.0899
618;UpdateParentWithChildren;21.3022
618;DeleteParentWithChildren;22.1542
619;InsertParentWithChildren;23.5936
619;GetParentsWithChildren;2.3764
619;UpdateParentWithChildren;19.8570
619;DeleteParentWithChildren;21.9145
620;InsertParentWithChildren;18.2039
620;GetParentsWithChildren;2.2411
620;UpdateParentWithChildren;52.5073
620;DeleteParentWithChildren;23.5441
621;InsertParentWithChildren;22.5598
621;GetParentsWithChildren;2.0574
621;UpdateParentWithChildren;21.2969
621;DeleteParentWithChildren;22.0641
622;InsertParentWithChildren;24.5358
622;GetParentsWithChildren;2.2677
622;UpdateParentWithChildren;20.5217
622;DeleteParentWithChildren;23.3152
623;InsertParentWithChildren;22.2226
623;GetParentsWithChildren;2.4367
623;UpdateParentWithChildren;20.6622
623;DeleteParentWithChildren;22.6431
624;InsertParentWithChildren;22.4338
624;GetParentsWithChildren;2.2964
624;UpdateParentWithChildren;20.7911
624;DeleteParentWithChildren;11.3478
625;InsertParentWithChildren;62.6579
625;GetParentsWithChildren;2.3355
625;UpdateParentWithChildren;21.6657
625;DeleteParentWithChildren;22.7194
626;InsertParentWithChildren;22.0456
626;GetParentsWithChildren;2.4738
626;UpdateParentWithChildren;19.6590
626;DeleteParentWithChildren;10.8815
627;InsertParentWithChildren;22.0296
627;GetParentsWithChildren;2.4852
627;UpdateParentWithChildren;19.8994
627;DeleteParentWithChildren;23.4438
628;InsertParentWithChildren;22.4663
628;GetParentsWithChildren;2.2254
628;UpdateParentWithChildren;20.3840
628;DeleteParentWithChildren;22.0553
629;InsertParentWithChildren;9.9883
629;GetParentsWithChildren;2.3544
629;UpdateParentWithChildren;20.5723
629;DeleteParentWithChildren;22.3910
630;InsertParentWithChildren;22.0204
630;GetParentsWithChildren;2.0567
630;UpdateParentWithChildren;59.2049
630;DeleteParentWithChildren;40.6797
631;InsertParentWithChildren;22.7594
631;GetParentsWithChildren;2.5923
631;UpdateParentWithChildren;19.9244
631;DeleteParentWithChildren;22.5148
632;InsertParentWithChildren;9.2612
632;GetParentsWithChildren;2.2429
632;UpdateParentWithChildren;20.3392
632;DeleteParentWithChildren;21.9942
633;InsertParentWithChildren;22.2603
633;GetParentsWithChildren;2.3862
633;UpdateParentWithChildren;19.5099
633;DeleteParentWithChildren;21.2947
634;InsertParentWithChildren;22.1847
634;GetParentsWithChildren;2.1889
634;UpdateParentWithChildren;31.2276
634;DeleteParentWithChildren;22.8792
635;InsertParentWithChildren;23.2125
635;GetParentsWithChildren;2.3830
635;UpdateParentWithChildren;19.6975
635;DeleteParentWithChildren;21.9430
636;InsertParentWithChildren;22.5004
636;GetParentsWithChildren;2.5928
636;UpdateParentWithChildren;19.9075
636;DeleteParentWithChildren;22.7196
637;InsertParentWithChildren;22.2897
637;GetParentsWithChildren;2.2375
637;UpdateParentWithChildren;19.5831
637;DeleteParentWithChildren;22.0482
638;InsertParentWithChildren;22.0457
638;GetParentsWithChildren;2.5066
638;UpdateParentWithChildren;9.6924
638;DeleteParentWithChildren;21.6361
639;InsertParentWithChildren;21.8820
639;GetParentsWithChildren;2.5430
639;UpdateParentWithChildren;57.8443
639;DeleteParentWithChildren;10.8628
640;InsertParentWithChildren;22.2822
640;GetParentsWithChildren;2.3566
640;UpdateParentWithChildren;20.5656
640;DeleteParentWithChildren;23.4021
641;InsertParentWithChildren;22.0643
641;GetParentsWithChildren;2.0484
641;UpdateParentWithChildren;20.6587
641;DeleteParentWithChildren;23.5804
642;InsertParentWithChildren;9.6459
642;GetParentsWithChildren;2.4804
642;UpdateParentWithChildren;20.3107
642;DeleteParentWithChildren;17.9084
643;InsertParentWithChildren;22.9051
643;GetParentsWithChildren;2.3327
643;UpdateParentWithChildren;21.0111
643;DeleteParentWithChildren;22.8886
644;InsertParentWithChildren;14.3302
644;GetParentsWithChildren;2.3019
644;UpdateParentWithChildren;20.6472
644;DeleteParentWithChildren;62.8444
645;InsertParentWithChildren;23.7020
645;GetParentsWithChildren;2.2121
645;UpdateParentWithChildren;20.4624
645;DeleteParentWithChildren;22.8737
646;InsertParentWithChildren;23.6571
646;GetParentsWithChildren;2.3282
646;UpdateParentWithChildren;19.9101
646;DeleteParentWithChildren;23.0441
647;InsertParentWithChildren;22.2098
647;GetParentsWithChildren;2.5046
647;UpdateParentWithChildren;20.7652
647;DeleteParentWithChildren;22.7409
648;InsertParentWithChildren;22.5039
648;GetParentsWithChildren;2.0521
648;UpdateParentWithChildren;22.9536
648;DeleteParentWithChildren;24.0605
649;InsertParentWithChildren;23.6501
649;GetParentsWithChildren;2.1519
649;UpdateParentWithChildren;21.1085
649;DeleteParentWithChildren;23.4287
650;InsertParentWithChildren;42.9331
650;GetParentsWithChildren;2.4988
650;UpdateParentWithChildren;21.1935
650;DeleteParentWithChildren;23.3288
651;InsertParentWithChildren;22.3386
651;GetParentsWithChildren;2.5172
651;UpdateParentWithChildren;21.2050
651;DeleteParentWithChildren;23.6391
652;InsertParentWithChildren;22.9384
652;GetParentsWithChildren;2.2858
652;UpdateParentWithChildren;21.3681
652;DeleteParentWithChildren;24.0355
653;InsertParentWithChildren;23.3735
653;GetParentsWithChildren;2.3985
653;UpdateParentWithChildren;20.1169
653;DeleteParentWithChildren;23.7980
654;InsertParentWithChildren;22.7305
654;GetParentsWithChildren;2.2934
654;UpdateParentWithChildren;20.0659
654;DeleteParentWithChildren;23.1004
655;InsertParentWithChildren;22.5796
655;GetParentsWithChildren;2.3989
655;UpdateParentWithChildren;37.0827
655;DeleteParentWithChildren;11.2719
656;InsertParentWithChildren;22.0442
656;GetParentsWithChildren;2.3295
656;UpdateParentWithChildren;20.2936
656;DeleteParentWithChildren;11.6801
657;InsertParentWithChildren;24.1903
657;GetParentsWithChildren;2.7767
657;UpdateParentWithChildren;20.6810
657;DeleteParentWithChildren;22.5230
658;InsertParentWithChildren;23.3991
658;GetParentsWithChildren;2.1454
658;UpdateParentWithChildren;20.8683
658;DeleteParentWithChildren;22.9843
659;InsertParentWithChildren;22.3048
659;GetParentsWithChildren;2.2365
659;UpdateParentWithChildren;19.9195
659;DeleteParentWithChildren;23.8021
660;InsertParentWithChildren;10.8140
660;GetParentsWithChildren;2.0388
660;UpdateParentWithChildren;21.5501
660;DeleteParentWithChildren;22.7503
661;InsertParentWithChildren;22.7810
661;GetParentsWithChildren;2.5363
661;UpdateParentWithChildren;20.5200
661;DeleteParentWithChildren;23.4332
662;InsertParentWithChildren;13.1725
662;GetParentsWithChildren;1.9634
662;UpdateParentWithChildren;10.1117
662;DeleteParentWithChildren;22.3963
663;InsertParentWithChildren;22.5405
663;GetParentsWithChildren;2.5052
663;UpdateParentWithChildren;10.9066
663;DeleteParentWithChildren;22.6128
664;InsertParentWithChildren;22.4733
664;GetParentsWithChildren;2.1564
664;UpdateParentWithChildren;20.3581
664;DeleteParentWithChildren;42.9230
665;InsertParentWithChildren;22.7549
665;GetParentsWithChildren;2.5277
665;UpdateParentWithChildren;19.4380
665;DeleteParentWithChildren;10.9528
666;InsertParentWithChildren;22.7969
666;GetParentsWithChildren;2.2330
666;UpdateParentWithChildren;20.9733
666;DeleteParentWithChildren;23.0796
667;InsertParentWithChildren;22.3489
667;GetParentsWithChildren;2.1828
667;UpdateParentWithChildren;20.4469
667;DeleteParentWithChildren;23.6329
668;InsertParentWithChildren;22.9947
668;GetParentsWithChildren;2.3941
668;UpdateParentWithChildren;21.1475
668;DeleteParentWithChildren;24.1258
669;InsertParentWithChildren;9.3123
669;GetParentsWithChildren;1.8743
669;UpdateParentWithChildren;21.9852
669;DeleteParentWithChildren;50.9640
670;InsertParentWithChildren;23.0722
670;GetParentsWithChildren;2.1078
670;UpdateParentWithChildren;22.4570
670;DeleteParentWithChildren;23.2740
671;InsertParentWithChildren;23.7077
671;GetParentsWithChildren;2.5227
671;UpdateParentWithChildren;21.2389
671;DeleteParentWithChildren;24.7039
672;InsertParentWithChildren;24.3937
672;GetParentsWithChildren;2.4869
672;UpdateParentWithChildren;10.5363
672;DeleteParentWithChildren;32.6144
673;InsertParentWithChildren;24.6770
673;GetParentsWithChildren;2.5747
673;UpdateParentWithChildren;27.4469
673;DeleteParentWithChildren;24.3451
674;InsertParentWithChildren;32.8778
674;GetParentsWithChildren;2.3715
674;UpdateParentWithChildren;31.8695
674;DeleteParentWithChildren;52.7032
675;InsertParentWithChildren;10.0634
675;GetParentsWithChildren;1.8265
675;UpdateParentWithChildren;33.7322
675;DeleteParentWithChildren;24.9305
676;InsertParentWithChildren;29.3044
676;GetParentsWithChildren;2.4981
676;UpdateParentWithChildren;21.8510
676;DeleteParentWithChildren;18.7065
677;InsertParentWithChildren;101.5022
677;GetParentsWithChildren;2.4769
677;UpdateParentWithChildren;10.8457
677;DeleteParentWithChildren;10.8884
678;InsertParentWithChildren;9.7170
678;GetParentsWithChildren;2.4109
678;UpdateParentWithChildren;10.9696
678;DeleteParentWithChildren;10.5408
679;InsertParentWithChildren;9.7599
679;GetParentsWithChildren;2.1787
679;UpdateParentWithChildren;10.8060
679;DeleteParentWithChildren;11.3221
680;InsertParentWithChildren;11.2386
680;GetParentsWithChildren;2.6806
680;UpdateParentWithChildren;11.2404
680;DeleteParentWithChildren;10.6853
681;InsertParentWithChildren;10.0338
681;GetParentsWithChildren;2.2676
681;UpdateParentWithChildren;11.2298
681;DeleteParentWithChildren;11.2080
682;InsertParentWithChildren;10.2558
682;GetParentsWithChildren;1.9860
682;UpdateParentWithChildren;10.5882
682;DeleteParentWithChildren;12.2228
683;InsertParentWithChildren;9.7931
683;GetParentsWithChildren;2.2920
683;UpdateParentWithChildren;12.0424
683;DeleteParentWithChildren;12.1861
684;InsertParentWithChildren;13.4760
684;GetParentsWithChildren;2.5330
684;UpdateParentWithChildren;9.5223
684;DeleteParentWithChildren;10.5235
685;InsertParentWithChildren;10.1789
685;GetParentsWithChildren;2.2230
685;UpdateParentWithChildren;10.5389
685;DeleteParentWithChildren;11.4580
686;InsertParentWithChildren;9.6560
686;GetParentsWithChildren;2.0519
686;UpdateParentWithChildren;10.7609
686;DeleteParentWithChildren;11.5114
687;InsertParentWithChildren;9.2776
687;GetParentsWithChildren;2.1854
687;UpdateParentWithChildren;11.2378
687;DeleteParentWithChildren;11.8148
688;InsertParentWithChildren;9.9753
688;GetParentsWithChildren;2.4425
688;UpdateParentWithChildren;11.3552
688;DeleteParentWithChildren;12.5269
689;InsertParentWithChildren;10.5479
689;GetParentsWithChildren;2.4995
689;UpdateParentWithChildren;10.3652
689;DeleteParentWithChildren;10.9260
690;InsertParentWithChildren;10.4051
690;GetParentsWithChildren;2.0248
690;UpdateParentWithChildren;10.3405
690;DeleteParentWithChildren;11.7370
691;InsertParentWithChildren;9.4464
691;GetParentsWithChildren;1.9816
691;UpdateParentWithChildren;10.2719
691;DeleteParentWithChildren;10.7648
692;InsertParentWithChildren;10.5775
692;GetParentsWithChildren;2.2262
692;UpdateParentWithChildren;9.7111
692;DeleteParentWithChildren;12.6890
693;InsertParentWithChildren;10.2083
693;GetParentsWithChildren;2.5539
693;UpdateParentWithChildren;10.1723
693;DeleteParentWithChildren;10.4380
694;InsertParentWithChildren;10.2908
694;GetParentsWithChildren;2.1517
694;UpdateParentWithChildren;10.1451
694;DeleteParentWithChildren;12.0893
695;InsertParentWithChildren;9.9221
695;GetParentsWithChildren;2.1855
695;UpdateParentWithChildren;10.9808
695;DeleteParentWithChildren;10.8417
696;InsertParentWithChildren;9.9858
696;GetParentsWithChildren;2.7486
696;UpdateParentWithChildren;11.3847
696;DeleteParentWithChildren;11.9730
697;InsertParentWithChildren;10.4764
697;GetParentsWithChildren;2.1493
697;UpdateParentWithChildren;10.6253
697;DeleteParentWithChildren;11.7937
698;InsertParentWithChildren;9.5827
698;GetParentsWithChildren;1.9360
698;UpdateParentWithChildren;11.2285
698;DeleteParentWithChildren;10.6731
699;InsertParentWithChildren;9.8670
699;GetParentsWithChildren;2.1419
699;UpdateParentWithChildren;10.3884
699;DeleteParentWithChildren;11.1825
700;InsertParentWithChildren;9.7076
700;GetParentsWithChildren;2.0857
700;UpdateParentWithChildren;10.0824
700;DeleteParentWithChildren;10.9718
701;InsertParentWithChildren;11.3383
701;GetParentsWithChildren;2.8087
701;UpdateParentWithChildren;10.2467
701;DeleteParentWithChildren;11.3745
702;InsertParentWithChildren;9.3808
702;GetParentsWithChildren;2.3305
702;UpdateParentWithChildren;10.2556
702;DeleteParentWithChildren;10.0812
703;InsertParentWithChildren;9.4898
703;GetParentsWithChildren;2.2262
703;UpdateParentWithChildren;11.0673
703;DeleteParentWithChildren;12.3201
704;InsertParentWithChildren;10.2557
704;GetParentsWithChildren;2.0981
704;UpdateParentWithChildren;12.7624
704;DeleteParentWithChildren;14.2704
705;InsertParentWithChildren;9.8311
705;GetParentsWithChildren;2.0003
705;UpdateParentWithChildren;11.3780
705;DeleteParentWithChildren;11.7376
706;InsertParentWithChildren;9.9629
706;GetParentsWithChildren;2.2289
706;UpdateParentWithChildren;11.6836
706;DeleteParentWithChildren;11.3589
707;InsertParentWithChildren;10.1211
707;GetParentsWithChildren;2.1012
707;UpdateParentWithChildren;11.5886
707;DeleteParentWithChildren;12.3630
708;InsertParentWithChildren;10.1346
708;GetParentsWithChildren;2.2001
708;UpdateParentWithChildren;11.3435
708;DeleteParentWithChildren;11.5664
709;InsertParentWithChildren;10.3168
709;GetParentsWithChildren;2.7845
709;UpdateParentWithChildren;10.6256
709;DeleteParentWithChildren;8.7158
710;InsertParentWithChildren;9.7787
710;GetParentsWithChildren;2.0835
710;UpdateParentWithChildren;10.6795
710;DeleteParentWithChildren;25.1888
711;InsertParentWithChildren;10.7053
711;GetParentsWithChildren;2.3955
711;UpdateParentWithChildren;11.0963
711;DeleteParentWithChildren;11.5055
712;InsertParentWithChildren;9.7215
712;GetParentsWithChildren;2.0276
712;UpdateParentWithChildren;9.9346
712;DeleteParentWithChildren;11.5374
713;InsertParentWithChildren;9.4069
713;GetParentsWithChildren;1.9675
713;UpdateParentWithChildren;10.4794
713;DeleteParentWithChildren;11.4271
714;InsertParentWithChildren;8.6659
714;GetParentsWithChildren;2.0834
714;UpdateParentWithChildren;10.4766
714;DeleteParentWithChildren;11.5251
715;InsertParentWithChildren;8.9041
715;GetParentsWithChildren;2.4313
715;UpdateParentWithChildren;10.3595
715;DeleteParentWithChildren;12.2208
716;InsertParentWithChildren;36.0940
716;GetParentsWithChildren;2.5067
716;UpdateParentWithChildren;12.8825
716;DeleteParentWithChildren;13.0553
717;InsertParentWithChildren;10.9072
717;GetParentsWithChildren;2.0172
717;UpdateParentWithChildren;12.5636
717;DeleteParentWithChildren;19.5784
718;InsertParentWithChildren;19.6098
718;GetParentsWithChildren;2.3495
718;UpdateParentWithChildren;16.9592
718;DeleteParentWithChildren;15.5115
719;InsertParentWithChildren;8.9813
719;GetParentsWithChildren;2.2070
719;UpdateParentWithChildren;9.9012
719;DeleteParentWithChildren;10.3201
720;InsertParentWithChildren;9.5120
720;GetParentsWithChildren;2.2280
720;UpdateParentWithChildren;16.8517
720;DeleteParentWithChildren;20.5667
721;InsertParentWithChildren;13.9635
721;GetParentsWithChildren;2.0662
721;UpdateParentWithChildren;16.5833
721;DeleteParentWithChildren;19.0316
722;InsertParentWithChildren;18.1964
722;GetParentsWithChildren;2.4542
722;UpdateParentWithChildren;16.0588
722;DeleteParentWithChildren;19.1375
723;InsertParentWithChildren;14.1761
723;GetParentsWithChildren;2.3457
723;UpdateParentWithChildren;15.5521
723;DeleteParentWithChildren;19.7993
724;InsertParentWithChildren;14.1163
724;GetParentsWithChildren;2.1853
724;UpdateParentWithChildren;15.7372
724;DeleteParentWithChildren;18.6606
725;InsertParentWithChildren;17.6291
725;GetParentsWithChildren;2.6300
725;UpdateParentWithChildren;20.5124
725;DeleteParentWithChildren;54.0582
726;InsertParentWithChildren;24.5751
726;GetParentsWithChildren;2.5951
726;UpdateParentWithChildren;20.3317
726;DeleteParentWithChildren;10.0869
727;InsertParentWithChildren;23.0181
727;GetParentsWithChildren;2.4327
727;UpdateParentWithChildren;20.9480
727;DeleteParentWithChildren;22.6550
728;InsertParentWithChildren;22.9663
728;GetParentsWithChildren;2.3438
728;UpdateParentWithChildren;20.8087
728;DeleteParentWithChildren;23.8341
729;InsertParentWithChildren;23.3595
729;GetParentsWithChildren;2.2344
729;UpdateParentWithChildren;20.8875
729;DeleteParentWithChildren;22.7035
730;InsertParentWithChildren;22.5361
730;GetParentsWithChildren;2.2732
730;UpdateParentWithChildren;20.9964
730;DeleteParentWithChildren;10.7188
731;InsertParentWithChildren;51.2083
731;GetParentsWithChildren;2.2663
731;UpdateParentWithChildren;10.9102
731;DeleteParentWithChildren;23.0067
732;InsertParentWithChildren;23.8219
732;GetParentsWithChildren;2.3952
732;UpdateParentWithChildren;10.5678
732;DeleteParentWithChildren;23.0728
733;InsertParentWithChildren;10.2443
733;GetParentsWithChildren;2.3632
733;UpdateParentWithChildren;20.6100
733;DeleteParentWithChildren;27.0240
734;InsertParentWithChildren;22.8937
734;GetParentsWithChildren;2.3254
734;UpdateParentWithChildren;9.8461
734;DeleteParentWithChildren;11.6365
735;InsertParentWithChildren;23.4904
735;GetParentsWithChildren;2.4184
735;UpdateParentWithChildren;20.2308
735;DeleteParentWithChildren;22.9993
736;InsertParentWithChildren;64.0879
736;GetParentsWithChildren;2.4180
736;UpdateParentWithChildren;22.0769
736;DeleteParentWithChildren;23.4036
737;InsertParentWithChildren;23.8406
737;GetParentsWithChildren;2.6183
737;UpdateParentWithChildren;19.5549
737;DeleteParentWithChildren;21.3764
738;InsertParentWithChildren;21.5014
738;GetParentsWithChildren;2.6617
738;UpdateParentWithChildren;11.3301
738;DeleteParentWithChildren;21.9178
739;InsertParentWithChildren;22.1609
739;GetParentsWithChildren;2.8435
739;UpdateParentWithChildren;18.8847
739;DeleteParentWithChildren;20.8784
740;InsertParentWithChildren;21.1063
740;GetParentsWithChildren;2.6156
740;UpdateParentWithChildren;18.9163
740;DeleteParentWithChildren;21.2075
741;InsertParentWithChildren;39.5633
741;GetParentsWithChildren;2.5271
741;UpdateParentWithChildren;20.2812
741;DeleteParentWithChildren;22.2595
742;InsertParentWithChildren;21.6031
742;GetParentsWithChildren;2.3703
742;UpdateParentWithChildren;19.3368
742;DeleteParentWithChildren;11.8755
743;InsertParentWithChildren;22.2065
743;GetParentsWithChildren;2.3666
743;UpdateParentWithChildren;19.0861
743;DeleteParentWithChildren;12.0586
744;InsertParentWithChildren;22.4756
744;GetParentsWithChildren;2.3753
744;UpdateParentWithChildren;19.1633
744;DeleteParentWithChildren;22.4505
745;InsertParentWithChildren;21.7523
745;GetParentsWithChildren;2.5873
745;UpdateParentWithChildren;19.2696
745;DeleteParentWithChildren;11.2153
746;InsertParentWithChildren;61.1015
746;GetParentsWithChildren;2.5612
746;UpdateParentWithChildren;19.1318
746;DeleteParentWithChildren;21.1038
747;InsertParentWithChildren;19.5346
747;GetParentsWithChildren;2.2876
747;UpdateParentWithChildren;20.3090
747;DeleteParentWithChildren;21.6810
748;InsertParentWithChildren;21.9614
748;GetParentsWithChildren;13.3480
748;UpdateParentWithChildren;24.1755
748;DeleteParentWithChildren;27.4654
749;InsertParentWithChildren;21.7470
749;GetParentsWithChildren;2.3190
749;UpdateParentWithChildren;19.6952
749;DeleteParentWithChildren;21.0715
750;InsertParentWithChildren;20.2299
750;GetParentsWithChildren;2.4897
750;UpdateParentWithChildren;19.2386
750;DeleteParentWithChildren;20.8596
751;InsertParentWithChildren;56.7598
751;GetParentsWithChildren;12.5854
751;UpdateParentWithChildren;19.7815
751;DeleteParentWithChildren;21.2854
752;InsertParentWithChildren;21.5132
752;GetParentsWithChildren;2.4481
752;UpdateParentWithChildren;12.3611
752;DeleteParentWithChildren;21.6041
753;InsertParentWithChildren;10.7247
753;GetParentsWithChildren;2.0815
753;UpdateParentWithChildren;20.7875
753;DeleteParentWithChildren;21.5051
754;InsertParentWithChildren;8.8062
754;GetParentsWithChildren;1.7668
